cycle_times,total_bitmap_size,total_execution_time,execution_entry_count,total_score,no_new_coverage_cycle_times,exploration_mode,last_fuzz_finds_count,last_fuzz_crash_count,last_fuzz_timeout_count,bitmap_size,program_run_time
3,65015,0.3295857906341553,233,5750.0,0,True,50,0,0,1126,1.978320837020874
3,73252,0.3732454776763916,262,6000.0,0,True,51,0,0,1127,2.1730692386627197
3,76679,0.3900477886199951,273,6000.0,0,True,52,0,0,1128,2.2468621730804443
3,79797,0.41077184677124023,286,6125.0,0,True,53,0,0,1130,2.334911584854126
4,92019,0.4824066162109375,330,6225.0,0,True,54,0,0,1132,2.6698243618011475
4,95917,0.5086348056793213,345,6200.0,0,True,55,0,0,1134,2.7749838829040527
4,102344,0.541755199432373,367,6275.0,0,True,56,0,0,1136,2.924179792404175
4,114595,0.6055238246917725,412,6375.0,0,True,57,0,0,1138,3.2253854274749756
5,131000,0.6807997226715088,473,6475.0,0,True,58,0,0,1139,3.6286487579345703
5,137039,0.7054517269134521,494,6650.0,0,True,59,0,0,1140,3.762460708618164
5,144631,0.746126651763916,522,6750.0,0,True,60,0,0,1141,3.970494031906128
5,151165,0.7827000617980957,546,6850.0,0,True,61,0,0,1142,5.164101839065552
5,155022,0.8028948307037354,560,6950.0,0,True,62,0,0,1143,5.2583982944488525
5,155727,0.8073070049285889,563,6950.0,0,True,63,0,0,1144,5.281092166900635
6,162772,0.8469078540802002,589,7200.0,0,True,64,0,0,1145,5.938854694366455
6,163554,0.8514153957366943,592,7200.0,0,True,65,0,0,1146,6.349215745925903
6,166342,0.8704733848571777,604,7425.0,0,True,66,0,0,1147,7.1224141120910645
6,168111,0.8819453716278076,611,7537.5,0,True,67,0,0,1148,7.168388843536377
6,180038,0.9511120319366455,656,7581.25,0,True,68,0,0,1149,9.096470594406128
6,184644,0.9748549461364746,671,7831.25,0,True,69,0,0,1150,9.197376251220703
6,189182,0.9997372627258301,688,8056.25,0,True,70,0,0,1151,9.308530330657959
6,199832,1.059016227722168,726,8031.25,0,True,71,0,0,1152,9.588008642196655
7,217125,1.1443943977355957,788,8218.75,0,True,72,0,0,1153,10.734450101852417
7,219624,1.1550347805023193,797,8218.75,0,True,73,0,0,1154,10.796956300735474
7,222180,1.1659507751464844,806,8218.75,0,True,74,0,0,1155,10.858485698699951
7,257506,1.3430192470550537,933,9318.75,0,True,75,0,0,1156,11.854850769042969
8,266732,1.3919949531555176,967,8968.75,0,True,76,0,0,1157,12.08712911605835
8,274584,1.434403896331787,997,9068.75,0,True,77,0,0,1158,12.75276517868042
8,279838,1.459197998046875,1015,9168.75,0,True,78,0,0,1159,13.044487714767456
8,289340,1.5010006427764893,1047,9468.75,0,True,79,0,0,1164,13.26729702949524
8,305553,1.5817787647247314,1105,9818.75,0,True,80,0,0,1166,14.175590991973877
8,309220,1.5986428260803223,1117,9618.75,0,True,81,0,0,1167,14.256814956665039
8,312372,1.6165707111358643,1130,9718.75,0,True,82,0,0,1168,14.34283971786499
8,317284,1.6398913860321045,1146,9818.75,0,True,83,0,0,1169,14.472973346710205
8,325112,1.6788904666900635,1172,10318.75,0,True,84,0,0,1170,14.661248922348022
